Keywords,Method,Duration (seconds),Average Duration
['Umbrella', 'Dog', 'Toilet', 'Frog', 'glass_breaking', 'Cat', 'water_drops', 'Tin can', 'Car', 'Sheep', 'hand_saw', 'cow', 'airplane', 'hen', 'washing_machine', 'snoring', 'footsteps', 'engine', 'mouse_click', 'breathing', 'toothbrush', 'chirping_birds', 'church_bells', 'clapping', 'laughing', 'wind', 'thunderstorm', 'rooster', 'sea_waves', 'pig'],Plain,30,31.838245010375978
['Umbrella', 'Dog', 'Toilet', 'Frog', 'glass_breaking', 'Cat', 'water_drops', 'Tin can', 'Car', 'Sheep', 'hand_saw', 'cow', 'airplane', 'hen', 'washing_machine', 'snoring', 'footsteps', 'engine', 'mouse_click', 'breathing', 'toothbrush', 'chirping_birds', 'church_bells', 'clapping', 'laughing', 'wind', 'thunderstorm', 'rooster', 'sea_waves', 'pig'],Creative,30,31.667569518089294
